"Pathway","Group_ref","Group_test","Comparison","Mean_ref","Mean_test","Median_ref","Median_test","Prevalence_ref","Prevalence_test","Mean_difference","Log2FC","P_value","FDR","Pathway_ID","Description","Direction","NegLog10P","NegLog10FDR"
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)","ITM","OTM2","OTM2 vs ITM",0.000210699566666667,0.000205982166666667,0.0002066885,0.0002088895,30,30,-4.7174e-06,-0.032667892871909,0.807274950728915,0.905577804507713,"PWY-7953","UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)","Not significant",0.0929785232120953,0.0430742304777473
"P108-PWY: pyruvate fermentation to propanoate I","ITM","OTM2","OTM2 vs ITM",2.783421e-05,2.72425066666667e-05,2.649305e-05,2.70087e-05,30,30,-5.91703333333334e-07,-0.0309995678898868,0.807274950728915,0.905577804507713,"P108-PWY","pyruvate fermentation to propanoate I","Not significant",0.0929785232120953,0.0430742304777473
"PWY-5198: factor 420 biosynthesis II (mycobacteria)","ITM","OTM2","OTM2 vs ITM",4.79412966666667e-05,4.71622636666667e-05,5.102195e-05,4.76752e-05,30,30,-7.79032999999997e-07,-0.023635914722145,0.807274950728915,0.905577804507713,"PWY-5198","factor 420 biosynthesis II (mycobacteria)","Not significant",0.0929785232120953,0.0430742304777473
"GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation","ITM","OTM2","OTM2 vs ITM",1.03609036666667e-05,1.0204209e-05,1.005079e-05,9.93798e-06,30,30,-1.56694666666668e-07,-0.0219852717068129,0.807274950728915,0.905577804507713,"GALACT-GLUCUROCAT-PWY","superpathway of hexuronide and hexuronate degradation","Not significant",0.0929785232120953,0.0430742304777473
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)","ITM","OTM2","OTM2 vs ITM",3.10887733333333e-05,2.672409e-05,2.152685e-05,2.162175e-05,30,30,-4.36468333333334e-06,-0.218252113012069,0.81874565347658,0.908389338163797,"PWY-I9","L-cysteine biosynthesis VI (from L-methionine)","Not significant",0.0868509925588139,0.0417279717704481
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)","ITM","OTM2","OTM2 vs ITM",1.5522681e-05,1.38903106666667e-05,1.36812e-05,1.37879e-05,30,30,-1.63237033333333e-06,-0.160297795330307,0.81874565347658,0.908389338163797,"PWY-6470","peptidoglycan biosynthesis V (&beta;-lactam resistance)","Not significant",0.0868509925588139,0.0417279717704481
"PWY-7663: gondoate biosynthesis (anaerobic)","ITM","OTM2","OTM2 vs ITM",5.73488866666667e-05,5.90006466666667e-05,5.609115e-05,5.82102e-05,30,30,1.65175999999999e-06,0.0409652175643901,0.81874565347658,0.908389338163797,"PWY-7663","gondoate biosynthesis (anaerobic)","Not significant",0.0868509925588139,0.0417279717704481
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)","ITM","OTM2","OTM2 vs ITM",0.000222982966666667,0.000216432866666667,0.0002162795,0.000218605,30,30,-6.5501e-06,-0.0430138915229163,0.830255283911196,0.917809477487286,"PWY-6385","peptidoglycan biosynthesis III (mycobacteria)","Not significant",0.080788351783569,0.0372474620050779
"NONMEVIPP-PWY: methylerythritol phosphate pathway I","ITM","OTM2","OTM2 vs ITM",0.000236230633333333,0.0002274831,0.000226293,0.0002291375,30,30,-8.74753333333334e-06,-0.0544366659317678,0.841801450158128,0.923854299090508,"NONMEVIPP-PWY","methylerythritol phosphate pathway I","Not significant",0.0747903304350739,0.0343965158907687
"PWY-5505: L-glutamate and L-glutamine biosynthesis","ITM","OTM2","OTM2 vs ITM",2.19843933333333e-05,2.18104833333333e-05,2.066715e-05,2.14888e-05,30,30,-1.73909999999999e-07,-0.0114579278066036,0.841801450158128,0.923854299090508,"PWY-5505","L-glutamate and L-glutamine biosynthesis","Not significant",0.0747903304350739,0.0343965158907687
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)","ITM","OTM2","OTM2 vs ITM",3.35899e-06,3.29288566666667e-06,2.811885e-06,3.238575e-06,27,24,-6.61043333333329e-08,-0.0286742178281279,0.853139476038179,0.932929498977001,"HEXITOLDEGSUPER-PWY","superpathway of hexitol degradation (bacteria)","Not significant",0.0689799621243803,0.0301511744337028
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis","ITM","OTM2","OTM2 vs ITM",2.91782086666667e-06,2.822422e-06,2.20485e-06,3.103755e-06,27,21,-9.53988666666665e-08,-0.0479559321802276,0.870298977599694,0.934879467103558,"MET-SAM-PWY","superpathway of S-adenosyl-L-methionine biosynthesis","Not significant",0.0603315266730911,0.0292443785886275
"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis","ITM","OTM2","OTM2 vs ITM",2.5885684e-06,2.5149756e-06,1.93359e-06,2.74373e-06,27,21,-7.35927999999997e-08,-0.0416084062567313,0.870298977599694,0.934879467103558,"METSYN-PWY","superpathway of L-homoserine and L-methionine biosynthesis","Not significant",0.0603315266730911,0.0292443785886275
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I","ITM","OTM2","OTM2 vs ITM",1.486597e-06,1.44456176666667e-06,1.106805e-06,1.5728e-06,27,21,-4.20352333333333e-08,-0.0413788858890839,0.870298977599694,0.934879467103558,"HOMOSER-METSYN-PWY","L-methionine biosynthesis I","Not significant",0.0603315266730911,0.0292443785886275
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)","ITM","OTM2","OTM2 vs ITM",2.93637553333333e-06,2.85771233333333e-06,2.202825e-06,3.124885e-06,27,21,-7.86632000000001e-08,-0.0391744366498017,0.870298977599694,0.934879467103558,"PWY-5347","superpathway of L-methionine biosynthesis (transsulfuration)","Not significant",0.0603315266730911,0.0292443785886275
"PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","ITM","OTM2","OTM2 vs ITM",5.56358766666667e-05,5.5242281e-05,5.86849e-05,5.68009e-05,30,30,-3.93595666666668e-07,-0.0102425922155656,0.864993706164487,0.934879467103558,"PWY-7286","7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","Not significant",0.0629870525212868,0.0292443785886275
"P42-PWY: incomplete reductive TCA cycle","ITM","OTM2","OTM2 vs ITM",3.93172666666667e-05,4.145899e-05,4.06278e-05,3.97162e-05,30,30,2.14172333333334e-06,0.0765217520990904,0.888302842153389,0.950859380333205,"P42-PWY","incomplete reductive TCA cycle","Not significant",0.0514389483497136,0.0218837047879976
"PWY-5130: 2-oxobutanoate degradation I","ITM","OTM2","OTM2 vs ITM",2.04033966666667e-05,2.13129296666667e-05,1.99878e-05,1.98114e-05,30,30,9.09532999999999e-07,0.0629192716384915,0.911708975319428,0.952438242258097,"PWY-5130","2-oxobutanoate degradation I","Not significant",0.0401437697671224,0.0211631751442759
"""GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol""","ITM","OTM2","OTM2 vs ITM",1.8003941e-06,1.72510476666667e-06,1.300035e-06,1.315505e-06,28,27,-7.52893333333332e-08,-0.0616252647049157,0.899967384862162,0.952438242258097,"""GOLPDLCAT-PWY","superpathway of glycerol degradation to 1,3-propanediol""","Not significant",0.0457732292618429,0.0211631751442759
"PWY-6165: chorismate biosynthesis II (archaea)","ITM","OTM2","OTM2 vs ITM",9.36105033333333e-05,9.075324e-05,9.5842e-05,9.313175e-05,30,30,-2.85726333333335e-06,-0.0447212143931569,0.911708975319428,0.952438242258097,"PWY-6165","chorismate biosynthesis II (archaea)","Not significant",0.0401437697671224,0.0211631751442759
"CRNFORCAT-PWY: creatinine degradation I","ITM","OTM2","OTM2 vs ITM",3.309277e-06,3.25970466666667e-06,3.375335e-06,3.380025e-06,30,29,-4.95723333333331e-08,-0.021774132812514,0.911708975319428,0.952438242258097,"CRNFORCAT-PWY","creatinine degradation I","Not significant",0.0401437697671224,0.0211631751442759
"PWY66-409: superpathway of purine nucleotide salvage","ITM","OTM2","OTM2 vs ITM",6.28742333333333e-05,6.20673066666667e-05,6.19917e-05,5.99043e-05,30,30,-8.06926666666665e-07,-0.01863533014344,0.911708975319428,0.952438242258097,"PWY66-409","superpathway of purine nucleotide salvage","Not significant",0.0401437697671224,0.0211631751442759
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation","ITM","OTM2","OTM2 vs ITM",3.14589333333333e-05,3.120879e-05,3.042025e-05,3.18529e-05,30,30,-2.50143333333334e-07,-0.0115172944602408,0.899995037236364,0.952438242258097,"PWY-6507","4-deoxy-L-threo-hex-4-enopyranuronate degradation","Not significant",0.0457598853460133,0.0211631751442759
"PWY-7992: superpathway of menaquinol-8 biosynthesis III","ITM","OTM2","OTM2 vs ITM",2.90039866666667e-06,2.91661333333333e-06,3.256815e-06,3.03802e-06,24,21,1.62146666666662e-08,0.00804264302985792,0.911016832482801,0.952438242258097,"PWY-7992","superpathway of menaquinol-8 biosynthesis III","Not significant",0.0404735986725973,0.0211631751442759
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)","ITM","OTM2","OTM2 vs ITM",0.000251876966666667,0.000241454533333333,0.000239221,0.000245715,30,30,-1.04224333333334e-05,-0.060967623077744,0.923442131978236,0.958110607922811,"PEPTIDOGLYCANSYN-PWY","peptidoglycan biosynthesis I (meso-diaminopimelate containing)","Not significant",0.0345903146795735,0.0185843514249293
"PWY-6160: 3-dehydroquinate biosynthesis II (archaea)","ITM","OTM2","OTM2 vs ITM",5.76417966666667e-05,5.7817087e-05,6.05248e-05,5.98423e-05,30,30,1.75290333333327e-07,0.00438061139728637,0.923442131978236,0.958110607922811,"PWY-6160","3-dehydroquinate biosynthesis II (archaea)","Not significant",0.0345903146795735,0.0185843514249293
"PWY-5690: TCA cycle II (plants and fungi)","ITM","OTM2","OTM2 vs ITM",3.455953e-05,3.39688266666667e-05,3.528265e-05,3.45939e-05,30,30,-5.90703333333339e-07,-0.0248721385254844,0.946955942225594,0.966022169250271,"PWY-5690","TCA cycle II (plants and fungi)","Not significant",0.0236702263752005,0.015012906842702
"PPGPPMET-PWY: ppGpp metabolism","ITM","OTM2","OTM2 vs ITM",5.08076633333333e-06,5.160014e-06,4.77348e-06,5.002125e-06,30,30,7.92476666666665e-08,0.0223284283606338,0.935191970239339,0.966022169250271,"PPGPPMET-PWY","ppGpp metabolism","Not significant",0.029099230776624,0.015012906842702
"PWY-5941: glycogen degradation II","ITM","OTM2","OTM2 vs ITM",0.000316575,0.000318065366666667,0.000307879,0.000310368,30,30,1.49036666666669e-06,0.00677595686314003,0.946955942225594,0.966022169250271,"PWY-5941","glycogen degradation II","Not significant",0.0236702263752005,0.015012906842702
"GALACTUROCAT-PWY: D-galacturonate degradation I","ITM","OTM2","OTM2 vs ITM",3.436991e-05,3.43100966666667e-05,3.3321e-05,3.568025e-05,30,30,-5.98133333333344e-08,-0.00251287599102059,0.946955942225594,0.966022169250271,"GALACTUROCAT-PWY","D-galacturonate degradation I","Not significant",0.0236702263752005,0.015012906842702
"PWY-3841: folate transformations II (plants)","ITM","OTM2","OTM2 vs ITM",0.0004669092,0.000466632966666667,0.000464503,0.00046957,30,30,-2.7623333333335e-07,-0.000853781222982187,0.946955942225594,0.966022169250271,"PWY-3841","folate transformations II (plants)","Not significant",0.0236702263752005,0.015012906842702
"VALSYN-PWY: L-valine biosynthesis","ITM","OTM2","OTM2 vs ITM",0.0004998169,0.000494512966666667,0.00048632,0.000491234,30,30,-5.30393333333338e-06,-0.015391329599384,0.958731490813444,0.974763789990926,"VALSYN-PWY","L-valine biosynthesis","Not significant",0.0183030074134243,0.0111006121291002
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)","ITM","OTM2","OTM2 vs ITM",0.000433384033333333,0.0004324386,0.0004296135,0.000425609,30,30,-9.45433333333326e-07,-0.00315069658847175,0.970516051300281,0.983456265317618,"ARGSYNBSUB-PWY","L-arginine biosynthesis II (acetyl cycle)","Not significant",0.0129972774487324,0.00724494855964112
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","ITM","OTM2","OTM2 vs ITM",3.16782466666667e-05,3.0836966e-05,3.012735e-05,3.13504e-05,30,30,-8.41280666666673e-07,-0.0388315350684961,0.982307053080085,0.988812397802469,"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","Not significant",0.00775273765661403,0.00488609700501089
"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)","ITM","OTM2","OTM2 vs ITM",1.897927e-05,1.8576913e-05,1.87209e-05,1.865795e-05,30,30,-4.02357e-07,-0.0309135551556737,0.982307053080085,0.988812397802469,"POLYISOPRENSYN-PWY","polyisoprenoid biosynthesis (E. coli)","Not significant",0.00775273765661403,0.00488609700501089
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","ITM","OTM2","OTM2 vs ITM",0.000239852866666667,0.0002298936,0.00022565,0.000234634,30,30,-9.95926666666667e-06,-0.0611833528689928,0.994101921325495,0.997382785752312,"PWY-6387","UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","Not significant",0.00256908682997657,0.00113813172352787
"PWY-6292: superpathway of L-cysteine biosynthesis (mammalian)","ITM","OTM2","OTM2 vs ITM",4.42444033333333e-06,2.91385433333333e-06,2.56206e-06,2.67108e-06,30,30,-1.510586e-06,-0.602549312939287,1,1,"PWY-6292","superpathway of L-cysteine biosynthesis (mammalian)","Not significant",0,0
"PWY0-1479: tRNA processing","OTM1","OTM2","OTM2 vs OTM1",8.225136e-06,2.01676963333333e-06,5.150495e-06,9.32513e-07,26,16,-6.20836636666666e-06,-2.02793923965033,0.000350851627449355,0.0213317789489208,"PWY0-1479","tRNA processing","Enriched in OTM1",3.45487650462573,1.670972925353
"""PWY-7456: &beta;-(1,4)-mannan degradation""","OTM1","OTM2","OTM2 vs OTM1",2.33567766666667e-06,8.12423666666667e-07,2.04896e-06,0,25,11,-1.523254e-06,-1.52342121573665,0.000217353518894867,0.0213317789489208,"""PWY-7456","&beta;-(1,4)-mannan degradation""","Enriched in OTM1",3.66283332430566,1.670972925353
"""PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)""","OTM1","OTM2","OTM2 vs OTM1",9.62163566666667e-05,7.81220366666667e-05,9.52482e-05,8.032655e-05,30,30,-1.809432e-05,-0.300552262761654,0.00016813164375018,0.0213317789489208,"""PWY-7383","anaerobic energy metabolism (invertebrates, cytosol)""","Enriched in OTM1",3.77435054109495,1.670972925353
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)","OTM1","OTM2","OTM2 vs OTM1",0.0003354788,0.0003809795,0.0003306645,0.0003760345,30,30,4.55007e-05,0.183491718247381,0.000300588837844831,0.0213317789489208,"GLYCOGENSYNTH-PWY","glycogen biosynthesis I (from ADP-D-Glucose)","Enriched in OTM2",3.52202715066994,1.670972925353
"PWY-1042: glycolysis IV","OTM1","OTM2","OTM2 vs OTM1",0.0005189935,0.000548208633333333,0.000521674,0.0005497225,30,30,2.92151333333334e-05,0.079008563433378,0.000318207892322871,0.0213317789489208,"PWY-1042","glycolysis IV","Enriched in OTM2",3.4972890530057,1.670972925353
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis","OTM1","OTM2","OTM2 vs OTM1",6.96838843333333e-05,3.1501917e-05,4.00131e-05,2.21483e-05,30,30,-3.81819673333333e-05,-1.14538291158368,0.00176656414341452,0.0671294374497517,"PWY0-162","superpathway of pyrimidine ribonucleotides de novo biosynthesis","Not significant",2.75287058884039,1.17308699222358
"""PWY-7237: myo-, chiro- and scyllo-inositol degradation""","OTM1","OTM2","OTM2 vs OTM1",3.174687e-05,5.42912133333333e-05,4.69941e-05,5.798065e-05,17,26,2.25443433333333e-05,0.774102479288931,0.00156169230850417,0.0671294374497517,"""PWY-7237","myo-, chiro- and scyllo-inositol degradation""","Not significant",2.80640452864179,1.17308699222358
"P23-PWY: reductive TCA cycle I","OTM1","OTM2","OTM2 vs OTM1",2.36824933333333e-05,1.74456076666667e-05,2.4708e-05,1.828895e-05,30,29,-6.23688566666667e-06,-0.440954950051426,0.00137033256104877,0.0671294374497517,"P23-PWY","reductive TCA cycle I","Not significant",2.86317402269656,1.17308699222358
"PWY0-1061: superpathway of L-alanine biosynthesis","OTM1","OTM2","OTM2 vs OTM1",6.57410266666667e-05,3.72534766666667e-05,4.15884e-05,3.341205e-05,30,30,-2.848755e-05,-0.819417237964418,0.00249939232722768,0.0844239186085796,"PWY0-1061","superpathway of L-alanine biosynthesis","Not significant",2.60216556773239,1.07353449356296
"""PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type""","OTM1","OTM2","OTM2 vs OTM1",3.68239166666667e-05,2.40781966666667e-05,2.612885e-05,2.146375e-05,30,30,-1.274572e-05,-0.612913663257553,0.00289132530507861,0.0878962892743898,"""PWY-7115","C4 photosynthetic carbon assimilation cycle, NAD-ME type""","Not significant",2.53890304279748,1.05602945918872
"GLYCOCAT-PWY: glycogen degradation I","OTM1","OTM2","OTM2 vs OTM1",6.31581863333333e-06,2.31632343333333e-06,5.73763e-06,1.28081e-06,25,20,-3.9994952e-06,-1.44709358881512,0.00341140574430132,0.094278849660691,"GLYCOCAT-PWY","glycogen degradation I","Not significant",2.46706662359126,1.02558572514073
"PWY-6876: isopropanol biosynthesis (engineered)","OTM1","OTM2","OTM2 vs OTM1",2.08982776666667e-06,1.160389e-06,2.01693e-06,1.116795e-06,28,26,-9.29438766666667e-07,-0.848720232095972,0.00401513765563647,0.094309629827344,"PWY-6876","isopropanol biosynthesis (engineered)","Not significant",2.39629956070697,1.0254439597828
"""GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation""","OTM1","OTM2","OTM2 vs OTM1",1.490724e-05,1.979347e-05,1.439765e-05,1.97569e-05,30,30,4.88623e-06,0.409008990197297,0.0040329775913009,0.094309629827344,"""GLCMANNANAUT-PWY","superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation""","Not significant",2.39437419108472,1.0254439597828
"PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis","OTM1","OTM2","OTM2 vs OTM1",3.51223593333333e-06,4.321059e-06,2.79547e-06,4.06149e-06,30,29,8.08823066666666e-07,0.298987480473416,0.00463711810621559,0.0984152656391347,"PWY-7312","dTDP-&beta;-D-fucofuranose biosynthesis","Not significant",2.33375184259363,1.00693753095256
"PWY0-1296: purine ribonucleosides degradation","OTM1","OTM2","OTM2 vs OTM1",0.000305399533333333,0.0003453848,0.000299645,0.0003495,30,30,3.99852666666667e-05,0.17750668055216,0.00485601639666783,0.0984152656391347,"PWY0-1296","purine ribonucleosides degradation","Not significant",2.31371985550563,1.00693753095256
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)","OTM1","OTM2","OTM2 vs OTM1",0.000232881996666667,0.000161929146666667,0.0002167005,0.0001422905,30,30,-7.095285e-05,-0.524236153497653,0.00556993858736055,0.10582883315985,"ANAGLYCOLYSIS-PWY","glycolysis III (from glucose)","Not significant",2.25414959321361,0.975395992260779
"P124-PWY: Bifidobacterium shunt","OTM1","OTM2","OTM2 vs OTM1",3.66533993333333e-05,9.343964e-06,1.59301e-05,5.11371e-06,29,28,-2.73094353333333e-05,-1.97182887919516,0.00987929871196588,0.109044017322506,"P124-PWY","Bifidobacterium shunt","Not significant",2.00527388297645,0.962398156908732
"PENTOSE-P-PWY: pentose phosphate pathway","OTM1","OTM2","OTM2 vs OTM1",3.34553898333333e-05,1.06175042666667e-05,1.161515e-05,5.91708e-06,30,30,-2.28378855666667e-05,-1.65578469111914,0.0107626125954115,0.109044017322506,"PENTOSE-P-PWY","pentose phosphate pathway","Not significant",1.96808229204838,0.962398156908732
"PWY-622: starch biosynthesis","OTM1","OTM2","OTM2 vs OTM1",6.9882077e-05,2.38156576666667e-05,3.42369e-05,5.058255e-06,26,22,-4.60664193333333e-05,-1.55300810556204,0.00841963186080154,0.109044017322506,"PWY-622","starch biosynthesis","Not significant",2.07470689713666,0.962398156908732
