# Pathway	a100	a101	a102	a103	a104	a105	a106	a107	a108	a109	a10	a110	a111	a112	a113	a114	a115	a116	a117	a118	a119	a11	a120	a12	a13	a14	a15	a16	a17	a18	a19	a1	a20	a21	a22	a23	a24	a25	a26	a27	a28	a29	a2	a30	a31	a32	a33	a34	a35	a36	a37	a38	a39	a3	a40	a41	a42	a43	a44	a45	a46	a47	a48	a49	a4	a50	a51	a52	a53	a54	a55	a56	a57	a58	a59	a5	a60	a61	a62	a63	a64	a65	a66	a67	a68	a69	a6	a70	a71	a72	a73	a74	a75	a76	a77	a78	a79	a7	a80	a81	a82	a83	a84	a85	a86	a87	a88	a89	a8	a90	a91	a92	a93	a94	a95	a96	a97	a98	a99	a9
PHOTOALL-PWY: oxygenic photosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.07393e-07	2.48428e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34239e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11401e-07	1.8293e-07	0	2.16642e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	7.99329e-06	0	1.05187e-05	8.57807e-06	7.9153e-06	4.36408e-06	8.55377e-06	7.21437e-06	9.83077e-06	8.41124e-06	3.00249e-06	5.91398e-06	3.97592e-06	5.82744e-06	8.0103e-06	3.82916e-06	4.7119e-06	3.94855e-06	8.95543e-07	4.81912e-07	2.37233e-06	6.97764e-06	3.413e-06	3.20882e-06	1.14702e-05	1.05167e-06	9.11829e-07	6.44032e-06	8.36362e-06	6.82494e-06	6.27863e-06	2.84678e-06	5.60672e-06	7.57264e-06	4.99474e-06	4.9644e-06	2.69559e-06	2.549e-06	7.14044e-06	9.60943e-06	1.6865e-06	2.70163e-06	0	1.01611e-05	5.89777e-06	8.79314e-06	6.50103e-06	5.32833e-06	6.32613e-06	4.93152e-06	6.56016e-06	4.90911e-06	1.51422e-06	0	2.47961e-06	0	6.02179e-06	5.89533e-06	6.2854e-06	3.80781e-06	1.83743e-06	6.78306e-06	8.07525e-06	8.88582e-06	5.66691e-06	4.17623e-06	5.73602e-06	2.35276e-06	1.00853e-05	9.05837e-06	8.92244e-06	0	6.32696e-06	4.02174e-06	1.56195e-06	2.88984e-06	5.49487e-06	8.99994e-06	4.85796e-06	9.06607e-06	8.59763e-06	4.69751e-06	5.84824e-06	8.29942e-06	3.56591e-06	8.33e-06	0	2.9842e-06	7.26786e-06	4.44425e-06	5.68241e-06	2.12876e-06	5.38505e-06	5.80952e-06	3.67195e-06	1.67077e-06	1.0249e-06	1.24801e-06	4.48216e-06	3.86426e-06	0	2.50003e-06	4.47633e-06	2.31586e-06	4.25944e-06	5.0094e-06	4.94351e-06	2.29784e-06	4.45629e-06	4.31742e-06	4.5348e-06	7.04027e-06	1.01558e-05	5.13913e-06	9.86397e-06	9.54669e-06	4.20019e-06	9.25712e-06	9.56953e-06	1.47823e-06
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	7.90103e-06	6.1614e-07	1.14187e-05	8.6659e-06	8.04313e-06	4.16688e-06	8.19419e-06	6.82789e-06	1.05775e-05	8.45523e-06	2.9449e-06	5.94908e-06	3.9251e-06	5.72856e-06	7.96675e-06	3.697e-06	5.23156e-06	3.71488e-06	8.64892e-07	4.72115e-07	2.06641e-06	6.73047e-06	3.18735e-06	3.09151e-06	1.99959e-05	1.02978e-06	7.76336e-06	1.47241e-05	7.22179e-06	7.7899e-06	6.28047e-06	6.54954e-06	5.48511e-06	7.2176e-06	4.90309e-06	1.38653e-05	2.70632e-06	2.45057e-06	7.4514e-06	9.22144e-06	2.34412e-06	2.78538e-06	2.9751e-06	8.63564e-06	7.13088e-06	8.72929e-06	4.73285e-06	5.65314e-06	9.55984e-06	5.07708e-06	6.35626e-06	5.60442e-06	1.47694e-06	2.78249e-06	2.44972e-06	2.17407e-06	5.63636e-06	5.71697e-06	7.43174e-06	4.01518e-06	4.47624e-06	6.9202e-06	8.37361e-06	8.9676e-06	6.47376e-06	4.66746e-06	5.67818e-06	2.35313e-06	9.71955e-06	9.07001e-06	8.7249e-06	9.89231e-07	8.34318e-06	3.8736e-06	1.51636e-06	4.13936e-06	5.30907e-06	9.0984e-06	4.8044e-06	8.96947e-06	8.77195e-06	4.49162e-06	8.09897e-06	8.18161e-06	3.571e-06	7.92606e-06	8.38612e-06	2.96521e-06	7.39984e-06	4.39864e-06	6.96678e-06	2.41734e-06	5.29933e-06	6.05879e-06	3.58747e-06	1.85791e-06	1.38803e-06	3.13271e-06	4.45021e-06	3.69832e-06	2.43724e-06	2.51063e-06	4.89466e-06	1.53292e-06	4.04831e-06	4.77474e-06	4.7113e-06	2.17261e-06	4.07432e-06	4.26728e-06	4.45648e-06	7.05424e-06	7.30284e-06	8.02055e-06	1.00169e-05	1.03996e-05	4.19239e-06	9.11427e-06	9.12379e-06	2.4527e-06
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	2.20951e-05	1.33328e-05	1.04244e-05	1.27235e-05	1.61589e-05	2.78855e-05	1.59432e-05	2.03274e-05	9.72635e-06	2.22679e-05	1.22965e-05	1.47036e-05	1.52504e-05	2.66088e-05	2.43416e-05	2.16265e-05	2.50981e-05	2.41023e-05	3.2031e-05	3.26466e-05	7.83866e-06	1.74886e-05	1.70113e-05	2.26733e-05	2.09745e-05	4.90353e-06	1.59965e-05	1.55963e-05	1.38062e-05	2.66922e-05	2.18986e-05	1.9262e-05	2.74771e-05	2.54242e-05	2.48778e-05	2.17499e-05	7.46866e-06	2.57637e-05	1.4793e-05	1.96909e-05	6.30942e-06	8.89133e-07	1.45846e-05	2.63398e-05	1.75563e-05	1.92784e-05	1.51691e-05	2.47901e-05	2.05445e-05	1.56363e-05	1.58327e-05	2.43886e-05	9.31848e-06	1.6469e-05	9.48122e-06	2.0544e-06	2.20204e-05	1.58305e-05	8.02262e-06	1.09827e-05	6.38999e-06	2.0197e-05	1.01029e-05	1.1951e-05	2.718e-05	9.48628e-06	2.40444e-05	1.79496e-05	2.3339e-05	2.41201e-05	2.75564e-05	5.99532e-06	2.60533e-05	1.09226e-05	1.36082e-05	1.67812e-05	1.31166e-05	1.84718e-05	2.18743e-05	1.53518e-05	1.3229e-05	2.10471e-05	1.55248e-05	1.48118e-05	2.46387e-05	2.82863e-05	1.39374e-05	1.13512e-05	1.37284e-05	1.8933e-05	5.97239e-06	2.13637e-05	2.59012e-05	1.09278e-05	1.52173e-05	6.04961e-06	1.74654e-05	1.79174e-05	2.06566e-05	1.59964e-05	3.18278e-06	7.81613e-06	2.42527e-05	1.4625e-06	1.44339e-05	2.48376e-05	1.93663e-05	1.48693e-05	1.30948e-05	1.7829e-05	1.4022e-05	2.12219e-05	1.5119e-05	1.92491e-05	1.5692e-05	1.897e-05	2.53885e-05	3.13864e-05	2.96516e-05	5.66778e-06
PPGPPMET-PWY: ppGpp metabolism	4.26391e-06	4.458e-06	6.0705e-06	4.84649e-06	5.34762e-06	4.71913e-06	4.04653e-06	7.62868e-06	9.22681e-06	3.37991e-06	7.7804e-06	4.39885e-06	4.50121e-06	3.85051e-06	5.79029e-06	5.90401e-06	6.76844e-06	4.61321e-06	4.90949e-06	8.32824e-06	5.34696e-06	5.22823e-06	4.51256e-06	3.95282e-06	5.03438e-06	3.38462e-06	5.48194e-06	4.55964e-06	2.57919e-06	6.13225e-06	3.38759e-06	4.71682e-06	4.84284e-06	5.48292e-06	3.13359e-06	5.24579e-06	7.81448e-06	2.90498e-06	4.75824e-06	7.75855e-06	3.1793e-06	4.66307e-06	4.11798e-07	6.39153e-06	6.6391e-06	3.97062e-06	6.67045e-06	3.54612e-06	7.00507e-06	3.41241e-06	6.81065e-06	5.12984e-06	3.1756e-06	5.65306e-06	7.12155e-06	4.94709e-06	8.04331e-06	4.53928e-06	6.48615e-06	3.23883e-06	3.0115e-06	4.81988e-06	4.65243e-06	7.17981e-06	3.85153e-06	3.72906e-06	4.78856e-06	4.45276e-06	6.71947e-06	6.05087e-06	2.65563e-06	2.49757e-06	3.95248e-06	2.23098e-06	5.09476e-06	1.98266e-06	5.75243e-06	6.38344e-06	4.96915e-06	3.77902e-06	4.35546e-06	3.55585e-06	7.62288e-06	6.83146e-06	5.32165e-06	4.6244e-06	5.27178e-06	4.23013e-06	4.09605e-06	3.45834e-06	6.01024e-06	5.61597e-06	5.33684e-06	4.94306e-06	3.85628e-06	3.32512e-06	4.45674e-06	2.73469e-06	5.9797e-06	6.61665e-06	3.71513e-06	9.00012e-06	5.83254e-06	7.8042e-06	4.75106e-06	6.05795e-06	5.96857e-06	2.98724e-06	3.8445e-06	3.34653e-06	5.99963e-06	4.11166e-06	6.72368e-06	6.59394e-06	4.92256e-06	4.41571e-06	3.99375e-06	1.89135e-06	4.35195e-06	4.45374e-06
PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction)	2.5898e-06	1.77566e-06	4.48723e-06	1.98917e-06	2.14367e-06	1.56529e-06	2.72975e-06	2.73699e-06	3.34393e-06	2.63877e-06	4.06229e-06	0	2.12149e-06	3.78828e-06	2.4735e-06	0	0	0	1.75253e-06	2.49968e-06	2.91188e-06	2.99697e-06	2.44106e-06	2.59321e-06	3.2653e-06	2.71854e-06	5.72999e-06	4.98112e-06	2.08947e-06	4.77292e-06	1.88348e-06	1.18217e-06	2.67598e-06	1.86407e-06	0	5.55543e-06	8.13924e-06	1.78617e-06	4.11331e-06	3.18404e-06	4.60577e-06	8.25224e-06	2.71454e-06	1.83598e-06	2.02119e-06	2.06018e-06	0	1.84413e-06	1.76152e-06	3.71285e-06	0	0	1.05334e-06	0	4.01326e-06	0	1.39686e-06	0	1.48282e-06	3.26341e-06	1.56366e-06	4.01943e-06	1.93334e-06	3.76704e-06	2.64573e-06	0	3.5453e-06	2.48834e-06	1.70846e-06	4.11868e-06	2.28069e-06	3.47744e-06	9.88242e-07	1.43855e-06	0	4.22991e-06	0	2.63071e-06	2.03662e-06	1.71906e-06	2.30184e-06	1.26381e-06	1.79582e-06	3.42868e-06	1.31734e-06	1.11522e-06	4.43877e-06	3.37497e-06	2.70887e-06	1.94761e-06	2.73177e-06	0	0	2.68281e-06	4.13414e-06	0	3.97201e-06	2.72272e-06	3.05738e-06	2.81903e-06	5.3142e-06	3.61029e-06	0	3.26262e-06	2.90905e-06	1.57833e-06	0	2.00467e-06	5.06562e-06	3.42376e-06	2.25346e-06	2.70031e-06	2.44043e-06	3.61033e-06	3.26566e-06	1.74131e-06	1.18205e-06	0	1.4014e-06	6.63623e-06
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.184e-07	7.59401e-07	0	0	0	0	0	1.44561e-07	0	0	0	0	0	0	0	0	0	0	0	0	8.65918e-07	8.27572e-07	1.09288e-06	8.3606e-07	0	0	0	0	0	0	0	0	0	1.83163e-07	0	0	0	0	1.07502e-06	0	0	0	0	0	0	0	0	0	5.18954e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50535e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06398e-07	0	0	0	0	0	0
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis"	0	0	0	0	0	0	0	0	0	2.97167e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33194e-05	0	1.35186e-05	1.26986e-05	0	4.04559e-06	0	0	0	3.28298e-06	0	2.53848e-05	0	0	6.30512e-06	0	0	0	6.10995e-06	0	0	0	0	6.32716e-06	0	0	0	0	0	1.2873e-05	0	0	0	0	0	0	0	0	0	0	2.52539e-06	0	0	0	0	0	0	0	0	0	0	8.60425e-06	0	0	0	0	0	0	0	0	0	0	2.12621e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.79891e-06	0	0	0	0	0	0
PWY-101: photosynthesis light reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88841e-07	0	0	0	0	2.53358e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58395e-07	7.44862e-07	0	0	0	0	4.25927e-07	0	0	3.40646e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61504e-08	0	0	1.42875e-07	0	5.68496e-07	4.69196e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.38157e-06	2.23805e-07	0	6.21386e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV	0.000493977	0.000530488	0.000527006	0.000521497	0.000528663	0.000587238	0.000504953	0.000562573	0.000525153	0.000534574	0.000459566	0.000492587	0.000538375	0.000548106	0.000556153	0.000496727	0.000549789	0.000558714	0.000551965	0.000563368	0.00053475	0.000510607	0.000550275	0.000485264	0.000466506	0.000468674	0.00042355	0.000508652	0.000509192	0.000425837	0.000424907	0.00047799	0.000463514	0.000546185	0.000502434	0.000550957	0.000515377	0.00046435	0.000597149	0.000525537	0.000548441	0.000603981	0.000516325	0.000529825	0.000520849	0.000422669	0.000474337	0.000457455	0.000555229	0.000478731	0.000552886	0.000515855	0.000564144	0.000369795	0.000520383	0.00053517	0.000556664	0.00048176	0.000478849	0.000532533	0.000476959	0.000493731	0.000531713	0.000459487	0.000439572	0.000495757	0.000499979	0.000535843	0.000562415	0.00052321	0.000559689	0.000586723	0.000583075	0.0005256	0.000535497	0.00053103	0.000549656	0.000514154	0.000462039	0.000510513	0.000488629	0.000539225	0.00049627	0.000540644	0.000500869	0.000537557	0.000471643	0.000515537	0.000510513	0.00057174	0.000521851	0.000511038	0.000497603	0.000559747	0.000502239	0.000508882	0.000477271	0.000430866	0.000551566	0.000525503	0.000617304	0.000558012	0.00058171	0.00053232	0.00054883	0.00055802	0.000555039	0.000522265	0.000522289	0.000537347	0.000532486	0.000494206	0.000502632	0.000550648	0.000538974	0.000479319	0.000526704	0.000509413	0.00051046	0.000598234
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	7.97862e-06	7.98659e-06	7.03503e-06	1.11878e-05	1.26007e-05	3.98341e-06	7.26685e-06	1.11285e-05	8.3934e-06	6.49553e-06	1.14843e-05	3.04448e-06	6.63411e-06	4.66977e-06	5.83891e-06	6.67505e-06	5.71876e-06	9.82631e-06	1.07592e-05	1.00869e-05	7.62857e-06	1.62271e-05	6.83829e-06	3.23855e-06	2.32627e-05	6.13565e-06	2.14029e-05	1.98269e-05	6.83694e-06	1.09401e-05	5.93981e-06	7.0407e-06	7.19538e-06	1.01407e-05	1.01039e-05	3.06313e-05	1.08433e-05	4.97517e-06	1.60151e-05	1.59383e-05	1.47364e-05	8.615e-06	1.75597e-05	9.7376e-06	7.36688e-06	3.24886e-06	6.9042e-06	1.27606e-05	7.63469e-06	5.96345e-06	8.36707e-06	8.38289e-06	7.93228e-06	1.76016e-05	8.49704e-06	6.80701e-06	1.50251e-05	7.41399e-06	8.84765e-06	9.00528e-06	5.40328e-06	7.76504e-06	9.22719e-06	8.75307e-06	5.23322e-06	4.45904e-06	4.18312e-06	7.36909e-06	6.52941e-06	1.24615e-05	7.37653e-06	6.47261e-06	1.3038e-05	5.85736e-06	2.85773e-06	1.02705e-05	8.55211e-06	1.06832e-05	6.35469e-06	6.14628e-06	9.48767e-06	6.55945e-06	2.23708e-05	1.09135e-05	3.26517e-06	5.73133e-06	2.46678e-05	7.28515e-06	7.38161e-06	2.16286e-06	1.54042e-05	8.69695e-06	9.30472e-06	1.01395e-05	9.6394e-06	9.23996e-06	6.53095e-06	7.75602e-06	8.91512e-06	8.29317e-06	7.08762e-06	9.81032e-06	6.93934e-06	7.31036e-06	1.21036e-05	5.30698e-06	5.44161e-06	8.02307e-06	1.02259e-05	1.27892e-05	9.90873e-06	6.67036e-06	1.30319e-05	1.91188e-05	1.14157e-05	1.61389e-05	5.94577e-06	4.2002e-06	9.48045e-06	6.98764e-06
PWY-1622: formaldehyde assimilation I (serine pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87624e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23923e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-181: photorespiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88539e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33459e-06	0	3.18683e-06	2.07485e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12646e-06	0	0	0	0	0	0	1.71225e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0142e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	0.000118185	3.09035e-05	0.000110243	0.000107461	6.38944e-05	0.000139773	7.5222e-05	9.46845e-05	0.000110764	0.000126776	8.68937e-05	0.000108655	0.000102057	0.000134909	0.000123908	0.000112587	0.000119008	9.94445e-05	9.80397e-05	8.11502e-05	1.24986e-05	0.000118817	0.000101526	0.000112386	0.000138178	2.9048e-05	3.52811e-05	0.000121699	0.000105105	0.000115961	0.000129547	0.000115905	0.000124266	0.000117794	0.000119629	1.99851e-05	2.3943e-05	0.000114502	4.66504e-05	0.00010352	3.83679e-05	1.30348e-05	2.94139e-05	0.000107062	8.2525e-05	0.000110203	7.34702e-05	0.000120867	0.00013298	0.000104673	6.8961e-05	0.000107846	5.89476e-05	3.39947e-05	7.49279e-05	5.29839e-05	7.78646e-05	0.000101789	9.77409e-05	5.23981e-05	7.03557e-05	0.000121324	0.000109393	8.88192e-05	0.000108948	6.83805e-05	0.00011345	0.000105249	0.000130717	9.77384e-05	0.00011729	3.66858e-05	0.000135482	8.41284e-05	9.55042e-05	4.22427e-05	0.000106065	9.76799e-05	0.000102141	9.59938e-05	8.85933e-05	0.000125336	0.000109053	9.55769e-05	0.000107108	0.00012455	1.39151e-05	0.000105322	0.00010665	0.000111476	9.16346e-05	9.05308e-05	0.00010677	0.000126779	6.10406e-05	4.997e-05	5.77527e-05	0.000102104	8.86483e-05	9.80422e-05	4.57183e-05	0.000107017	0.000106083	3.46899e-05	8.23838e-05	0.000113452	8.596e-05	7.85591e-05	7.19754e-05	0.000132549	8.66134e-05	0.000114663	6.5884e-05	7.11185e-05	0.00012577	0.0001079	0.000121924	0.000134775	0.000107674	4.05928e-05
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"	5.5363e-05	3.44064e-05	1.30709e-05	1.05053e-05	1.8236e-05	9.02179e-06	2.45548e-05	8.79049e-06	2.217e-05	1.98467e-05	2.40651e-05	5.29137e-05	3.484e-05	2.55671e-05	1.40032e-05	1.79042e-05	9.64959e-06	1.27068e-05	1.3108e-05	5.81994e-06	4.44877e-06	2.5188e-05	1.1665e-05	6.36535e-05	4.34002e-05	2.06351e-05	5.20656e-05	5.55082e-05	3.63869e-05	5.37281e-05	6.65388e-05	7.71393e-05	5.84129e-05	5.85125e-05	6.24641e-05	6.03671e-05	4.26557e-05	4.59952e-05	3.67188e-05	5.00679e-05	3.70188e-05	8.45842e-06	5.2502e-05	5.32753e-05	1.85829e-05	7.12641e-05	2.93273e-05	6.8674e-05	2.82483e-05	5.76692e-05	1.79639e-05	4.73618e-05	4.91511e-05	4.47656e-05	1.44148e-05	1.72428e-05	3.5154e-06	5.51561e-05	3.86318e-05	3.30425e-05	4.82279e-05	1.97453e-05	2.95123e-05	1.85181e-05	6.75089e-05	3.85829e-05	4.21952e-05	2.00199e-05	1.34628e-05	1.01311e-05	2.53103e-05	2.74386e-05	1.46179e-05	2.98239e-06	0	6.33434e-05	9.49466e-06	4.0866e-05	6.37566e-05	2.77298e-05	4.13056e-05	1.84349e-05	5.9599e-05	2.14527e-05	6.14504e-05	5.47052e-05	6.46436e-05	3.12922e-05	5.50403e-05	1.11359e-05	2.10825e-05	6.95762e-05	6.50536e-05	2.18731e-05	1.0874e-05	2.4433e-05	4.1604e-05	6.80868e-05	1.09661e-05	1.67661e-05	2.05555e-05	9.55227e-07	1.13788e-05	1.69015e-05	3.49815e-05	9.4081e-06	3.45331e-05	1.33049e-05	3.8459e-05	1.21635e-05	4.42698e-05	4.73655e-05	3.16065e-05	8.32385e-06	1.55871e-05	5.74489e-05	4.22929e-05	6.97904e-05	6.21951e-05	3.56978e-05
PWY-2941: L-lysine biosynthesis II	0.000144396	0.000170903	0.000129552	0.000151937	0.000128169	0.000167387	0.00012544	0.000159793	0.000128622	0.000126348	0.000135122	0.000130948	0.000141183	0.000135649	0.000142653	0.000105522	0.000139996	0.000172795	0.000165985	0.000170962	0.000172207	0.000125609	0.000154168	0.000157982	0.000109309	0.000183442	0.000140933	0.000133813	0.000109988	9.00099e-05	0.00010026	0.000162512	0.000120682	0.000188768	0.000144828	0.000192474	0.000204172	0.00015616	0.00022476	0.000172375	0.00026041	0.000178958	0.000231391	0.000153703	0.000168977	0.000103446	0.000103728	0.000143357	0.000159965	0.000111057	0.000166822	0.000144929	0.000205032	0.000152152	0.000142783	0.000175917	0.000160555	0.000137612	0.000112524	0.000140438	0.000171712	0.000141883	0.000158007	0.000116066	0.000128621	0.000156125	0.000133437	0.000153403	0.000121062	0.000118928	0.000152431	0.000157094	0.000161339	0.000157919	0.000164532	0.000235603	0.000184424	0.00013642	0.00012661	0.000169257	0.000136439	0.000146138	0.000136313	0.000149351	0.00015644	0.000161585	0.000217525	0.000157136	0.000136325	0.000173317	0.000141646	0.00015161	0.000141884	0.000155766	0.000105412	0.000151579	0.000159456	0.000148955	0.000150753	0.00011614	0.000184633	0.000134615	0.000198911	0.000183845	0.000180554	0.000177584	0.000171309	0.00012789	0.000170505	0.00016259	0.000167803	0.000119229	0.000128854	0.000197591	0.00015067	0.000126001	0.000151224	0.000154901	0.000166501	0.000209957
